player;nacionalidad;position;equipo;edad;nacimiento;partidos_jugados;titular;minutes_played;noventas_jugados;goles;asistencias;goles_mas_asist;goles_sin_penal;penales_convertidos;penales_intentados;amarillas;rojas;goles_asist_sin_penal_p90;tiros;tiros_al_arco;pct_tiros_al_arco;tiros_p90;tiros_arco_p90;goles_por_tiro;goles_por_tiro_al_arco;goles_recibidos;goles_recibidos_p90;tiros_al_arco_recibidos;atajadas;pct_atajadas;partidos_ganados_gk;empatados_gk;perdidos_gk;vallas_invictas;pct_vallas_invictas;penales_recibidos_gk;penales_atajados;penales_errados_rival;doble_amarilla;faltas_cometidas;faltas_recibidas;offsides;centros;intercepciones;entradas_ganadas;penales_ganados;penales_concedidos;goles_en_contra;goles_p90;asistencias_p90;tiros_p90_calc;intercepciones_p90;entradas_p90;centros_p90;faltas_p90
Rodrigo Auzmendi;ar ARG;FW;Banfield;25-227;2001,0;7;1;187;2,1;0;0;0;0;0;0;1;0;0,0;6;1;16,7;2,89;0,48;0,0;0,0;;;;;;;;;;;;;;0;4;1;3;2;1;1;;;0;0,0;0,0;2,857;0,476;0,476;0,952;1,905
Rodrigo Auzmendi;ar ARG;FW;CA San Lorenzo;25-227;2001,0;12;9;834;9,3;5;0;5;5;0;0;3;0;0,54;33;16;48,5;3,56;1,73;0,15;0,31;;;;;;;;;;;;;;0;16;11;5;3;2;3;;;0;0,538;0,0;3,548;0,215;0,323;0,323;1,72
Rodrigo Bogarín;py PAR;MF;Barracas Central;29-085;1997,0;6;1;180;2,0;0;0;0;0;0;0;0;0;0,0;8;3;37,5;4,0;1,5;0,0;0,0;;;;;;;;;;;;;;0;1;1;0;1;2;2;;;0;0,0;0,0;4,0;1,0;1,0;0,5;0,5
Rodrigo Castillo;ar ARG;FW;Lanús;27-172;1999,0;5;4;358;4,0;1;3;4;1;0;0;0;0;1,01;7;4;57,1;1,76;1,01;0,14;0,25;;;;;;;;;;;;;;0;8;11;3;2;5;2;;;0;0,25;0,75;1,75;1,25;0,5;0,5;2,0
Rodrigo Fernández;uy URU;MF;Huracán;30-226;1996,0;2;2;180;2,0;0;0;0;0;0;0;1;0;0,0;0;0;;0,0;0,0;;;;;;;;;;;;;;;;0;6;2;0;1;1;4;;;0;0,0;0,0;0,0;0,5;2,0;0,5;3,0
Rodrigo Fernández;uy URU;MF;Independiente;30-226;1996,0;12;4;479;5,3;0;0;0;0;0;0;2;0;0,0;5;1;20,0;0,94;0,19;0,0;0,0;;;;;;;;;;;;;;0;13;3;0;1;7;11;;;0;0,0;0,0;0,943;1,321;2,075;0,189;2,453
Rodrigo Gallo;ar ARG;DF;Dep. Riestra;25-286;2000,0;8;6;412;4,6;0;0;0;0;0;0;2;0;0,0;0;0;;0,0;0,0;;;;;;;;;;;;;;;;0;7;1;0;24;7;2;;;0;0,0;0,0;0,0;1,522;0,435;5,217;1,522
Rodrigo González;ar ARG;DFMF;Aldosivi;26-125;2000,0;17;16;1289;14,3;0;0;0;0;0;0;4;0;0,0;9;3;33,3;0,63;0,21;0,0;0,0;;;;;;;;;;;;;;0;23;10;1;48;5;21;;;0;0,0;0,0;0,629;0,35;1,469;3,357;1,608
Rodrigo Granillo;ar ARG;MF;Atlé Tucumán;20-197;2006,0;2;0;11;0,1;0;0;0;0;0;0;0;0;0,0;0;0;;0,0;0,0;;;;;;;;;;;;;;;;0;0;0;0;2;0;0;;;0;0,0;0,0;0,0;0,0;0,0;20,0;0,0
Rodrigo Guth;br BRA;DF;Talleres–C;25-280;2000,0;2;1;103;1,1;0;0;0;0;0;0;1;0;0,0;0;0;;0,0;0,0;;;;;;;;;;;;;;;;0;2;0;0;0;2;0;;;0;0,0;0,0;0,0;1,818;0,0;0,0;1,818
Rodrigo Herrera;ar ARG;MF;Newell's;26-015;2000,0;16;13;1097;12,2;0;0;0;0;0;0;2;0;0,0;7;1;14,3;0,57;0,08;0,0;0,0;;;;;;;;;;;;;;0;24;10;0;11;12;19;;;0;0,0;0,0;0,574;0,984;1,557;0,902;1,967
Rodrigo Insúa;ar ARG;MFDF;Barracas Central;28-244;1997,0;21;21;1855;20,6;3;1;4;1;2;2;4;0;0,1;24;8;33,3;1,16;0,39;0,12;0,3;;;;;;;;;;;;;;0;18;17;2;50;13;15;;;0;0,146;0,049;1,165;0,631;0,728;2,427;0,874
Rodrigo Márquez;ar ARG;FW;Aldosivi;24-183;2002,0;4;0;118;1,3;0;0;0;0;0;0;0;0;0,0;2;1;50,0;1,53;0,76;0,0;0,0;;;;;;;;;;;;;;0;4;2;0;10;1;1;;;0;0,0;0,0;1,538;0,769;0,769;7,692;3,077
Rodrigo Rey;ar ARG;GK;Independiente;35-162;1991,0;20;20;1800;20,0;0;0;0;0;0;0;1;0;0,0;0;0;;0,0;0,0;;;22,0;1,1;65,0;42,0;66,2;8,0;6,0;6,0;6,0;30,0;3,0;1,0;1,0;0;0;6;0;0;0;1;;;0;0,0;0,0;0,0;0,0;0,05;0,0;0,0
Rodrigo Sayavedra;ar ARG;DF;Dep. Riestra;31-027;1995,0;5;1;147;1,6;0;0;0;0;0;0;1;0;0,0;0;0;;0,0;0,0;;;;;;;;;;;;;;;;0;3;2;0;17;2;1;;;0;0,0;0,0;0,0;1,25;0,625;10,625;1,875
Román Riquelme;ar ARG;DF;Arg Juniors;24-091;2002,0;10;10;900;10,0;1;0;1;1;0;0;4;0;0,1;9;2;22,2;0,9;0,2;0,11;0,5;;;;;;;;;;;;;;0;10;5;1;1;15;5;;;0;0,1;0,0;0,9;1,5;0,5;0,1;1,0
Román Riquelme;ar ARG;DF;Talleres–C;24-091;2002,0;3;3;265;2,9;0;0;0;0;0;0;2;1;0,0;1;0;0,0;0,34;0,0;0,0;;;;;;;;;;;;;;;1;5;6;0;1;2;2;;;0;0,0;0,0;0,345;0,69;0,69;0,345;1,724
Ronaldo Dejesús;py PAR;DF;Lanús;25-118;2001,0;13;9;860;9,6;0;0;0;0;0;0;3;0;0,0;8;1;12,5;0,84;0,1;0,0;0,0;;;;;;;;;;;;;;0;8;6;0;3;10;8;;;0;0,0;0,0;0,833;1,042;0,833;0,312;0,833
Ronaldo Martínez;py PAR;FW;Talleres–C;30-114;1996,0;20;19;1447;16,1;4;1;5;4;0;0;0;0;0,31;31;17;54,8;1,93;1,06;0,13;0,24;;;;;;;;;;;;;;0;19;12;5;9;3;5;;;0;0,248;0,062;1,925;0,186;0,311;0,559;1,18
Rubén Botta;ar ARG;MFFW;Defensa;36-198;1990,0;13;13;849;9,4;1;1;2;1;0;1;3;1;0,21;14;6;42,9;1,48;0,64;0,07;0,14;;;;;;;;;;;;;;0;9;17;5;25;8;14;;;0;0,106;0,106;1,489;0,851;1,489;2,66;0,957
Rubén Martínez;ar ARG;MF;Independiente;22-064;2004,0;2;0;34;0,4;0;0;0;0;0;0;1;0;0,0;1;0;0,0;2,65;0,0;0,0;;;;;;;;;;;;;;;0;1;1;0;0;1;2;;;0;0,0;0,0;2,5;2,5;5,0;0,0;2,5
Ryoga Kida;jp JPN;FW;Arg Juniors;21-033;2005,0;5;0;94;1,0;1;0;1;1;0;0;0;0;0,96;4;2;50,0;3,83;1,91;0,25;0,5;;;;;;;;;;;;;;0;3;0;1;2;0;0;;;0;1,0;0,0;4,0;0,0;0,0;2,0;3,0
Santiago Arias;co COL;DF;Independiente;34-216;1992,0;16;9;1001;11,1;0;2;2;0;0;0;1;0;0,18;2;1;50,0;0,18;0,09;0,0;0,0;;;;;;;;;;;;;;0;10;22;1;33;15;23;;;0;0,0;0,18;0,18;1,351;2,072;2,973;0,901
Santiago Ascacíbar;ar ARG;MF;Boca Juniors;29-173;1997,0;17;14;1302;14,5;5;1;6;5;0;0;4;0;0,41;20;9;45,0;1,38;0,62;0,25;0,56;;;;;;;;;;;;;;0;21;22;1;7;19;25;;;0;0,345;0,069;1,379;1,31;1,724;0,483;1,448
Santiago Ascacíbar;ar ARG;MF;Estudiantes–LP;29-173;1997,0;1;1;90;1,0;0;0;0;0;0;0;0;0;0,0;2;0;0,0;2,0;0,0;0,0;;;;;;;;;;;;;;;0;0;0;0;0;2;4;;;0;0,0;0,0;2,0;2,0;4,0;0,0;0,0
Santiago Beltrán;ar ARG;GK;River Plate;21-317;2004,0;21;20;1845;20,5;0;0;0;0;0;0;0;0;0,0;0;0;;0,0;0,0;;;15,0;0,73;58,0;43,0;74,1;10,0;2,0;8,0;8,0;40,0;2,0;0,0;0,0;0;0;1;0;0;0;0;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
Santiago Dalmasso;ar ARG;MF;Platense;22-060;2004,0;6;0;119;1,3;0;0;0;0;0;0;2;0;0,0;2;1;50,0;1,51;0,76;0,0;0,0;;;;;;;;;;;;;;0;4;1;0;1;1;1;;;0;0,0;0,0;1,538;0,769;0,769;0,769;3,077
Santiago Daniele;ar ARG;DF;Banfield;20-268;2005,0;8;4;522;5,8;0;1;1;0;0;0;1;0;0,17;4;1;25,0;0,69;0,17;0,0;0,0;;;;;;;;;;;;;;0;7;8;0;0;11;14;;;0;0,0;0,172;0,69;1,897;2,414;0,0;1,207
Santiago Esquivel;ar ARG;MF;Banfield;22-227;2004,0;13;8;610;6,8;0;0;0;0;0;0;4;1;0,0;4;0;0,0;0,59;0,0;0,0;;;;;;;;;;;;;;;1;9;6;0;0;3;11;;;0;0,0;0,0;0,588;0,441;1,618;0,0;1,324
Santiago Fernández;ar ARG;DF;Talleres–C;21-140;2005,0;16;16;1311;14,6;0;0;0;0;0;0;1;0;0,0;6;2;33,3;0,41;0,14;0,0;0,0;;;;;;;;;;;;;;0;8;14;0;0;20;14;;;0;0,0;0,0;0,411;1,37;0,959;0,0;0,548
Santiago González;ar ARG;MF;Tigre;23-106;2003,0;5;2;173;1,9;0;0;0;0;0;0;0;0;0,0;0;0;;0,0;0,0;;;;;;;;;;;;;;;;0;0;3;0;0;2;6;;;0;0,0;0,0;0,0;1,053;3,158;0,0;0,0
Santiago Grella;ar ARG;MF;Unión;21-154;2005,0;4;0;68;0,8;0;0;0;0;0;0;0;0;0,0;2;0;0,0;2,65;0,0;0,0;;;;;;;;;;;;;;;0;1;1;0;4;0;0;;;0;0,0;0,0;2,5;0,0;0,0;5,0;1,25
Santiago Lencina;ar ARG;MF;River Plate;20-347;2005,0;4;0;67;0,7;0;0;0;0;0;0;0;0;0,0;1;0;0,0;1,34;0,0;0,0;;;;;;;;;;;;;;;0;2;0;0;5;1;2;;;0;0,0;0,0;1,429;1,429;2,857;7,143;2,857
Santiago Longo;ar ARG;MF;Belgrano;28-127;1998,0;13;5;555;6,2;0;0;0;0;0;0;1;1;0,0;4;1;25,0;0,65;0,16;0,0;0,0;;;;;;;;;;;;;;0;6;2;0;0;7;16;;;0;0,0;0,0;0,645;1,129;2,581;0,0;0,968
Santiago López;ar ARG;DFMF;Banfield;28-256;1997,0;21;20;1813;20,1;2;4;6;2;0;0;3;0;0,3;12;4;33,3;0,6;0,2;0,17;0,5;;;;;;;;;;;;;;0;10;25;2;60;23;28;;;1;0,1;0,199;0,597;1,144;1,393;2,985;0,498
Santiago López;ar ARG;MFFW;Tigre;20-189;2006,0;20;13;1236;13,7;0;2;2;0;0;0;3;0;0,15;25;6;24,0;1,82;0,44;0,0;0,0;;;;;;;;;;;;;;0;28;34;7;78;9;26;;;0;0,0;0,146;1,825;0,657;1,898;5,693;2,044
Santiago Montiel;ar ARG;MFFW;Independiente;25-268;2000,0;15;12;985;10,9;3;2;5;3;0;0;3;1;0,46;33;13;39,4;3,02;1,19;0,09;0,23;;;;;;;;;;;;;;0;9;22;1;64;6;10;;;0;0,275;0,183;3,028;0,55;0,917;5,872;0,826
Santiago Moya;ar ARG;DF;Aldosivi;23-065;2003,0;8;8;720;8,0;1;0;1;1;0;0;2;0;0,12;4;2;50,0;0,5;0,25;0,25;0,5;;;;;;;;;;;;;;0;6;6;1;2;10;4;;;0;0,125;0,0;0,5;1,25;0,5;0,25;0,75
Santiago Moyano;ar ARG;DF;C. Córdoba–SdE;28-328;1997,0;19;17;1339;14,9;0;1;1;0;0;0;4;0;0,07;6;2;33,3;0,4;0,13;0,0;0,0;;;;;;;;;;;;;;0;27;13;1;30;18;18;;;0;0,0;0,067;0,403;1,208;1,208;2,013;1,812
Santiago Núñez;ar ARG;DF;Estudiantes–LP;26-110;2000,0;14;12;1054;11,7;1;1;2;1;0;0;5;1;0,17;11;3;27,3;0,94;0,26;0,09;0,33;;;;;;;;;;;;;;1;14;8;0;1;16;12;;;0;0,085;0,085;0,94;1,368;1,026;0,085;1,197
Santiago Quiros;ar ARG;DF;Platense;23-166;2003,0;2;1;116;1,3;0;0;0;0;0;0;0;0;0,0;0;0;;0,0;0,0;;;;;;;;;;;;;;;;0;1;1;0;5;5;3;;;0;0,0;0,0;0,0;3,846;2,308;3,846;0,769
Santiago Rodriguez;ar ARG;FW;Gimnasia–M;28-359;1997,0;12;8;635;7,1;1;1;2;1;0;0;1;0;0,28;15;3;20,0;2,13;0,43;0,07;0,33;;;;;;;;;;;;;;0;8;13;4;10;0;2;;;0;0,141;0,141;2,113;0,0;0,282;1,408;1,127
Santiago Salle;ar ARG;MFDF;Sarmiento–J;22-074;2004,0;20;15;1301;14,5;0;1;1;0;0;0;7;0;0,07;8;4;50,0;0,55;0,28;0,0;0,0;;;;;;;;;;;;;;0;26;27;2;45;9;14;;;0;0,0;0,069;0,552;0,621;0,966;3,103;1,793
Santiago Segovia;ar ARG;MF;Rosario Central;19-144;2007,0;2;1;76;0,8;0;0;0;0;0;0;0;0;0,0;5;0;0,0;5,92;0,0;0,0;;;;;;;;;;;;;;;0;1;3;0;6;0;0;;;0;0,0;0,0;6,25;0,0;0,0;7,5;1,25
Santiago Solari;ar ARG;FWMF;Racing Club;28-210;1998,0;18;16;1286;14,3;2;4;6;2;0;0;3;0;0,42;30;8;26,7;2,1;0,56;0,07;0,25;;;;;;;;;;;;;;0;17;9;8;32;3;11;;;0;0,14;0,28;2,098;0,21;0,769;2,238;1,189
Santiago Sosa;ar ARG;MF;Defensa;21-199;2005,0;19;19;1618;18,0;0;0;0;0;0;0;2;1;0,0;7;1;14,3;0,39;0,06;0,0;0,0;;;;;;;;;;;;;;0;20;31;0;6;25;23;;;0;0,0;0,0;0,389;1,389;1,278;0,333;1,111
Santiago Sosa;ar ARG;MFDF;Racing Club;27-106;1999,0;18;18;1592;17,7;0;1;1;0;0;0;6;0;0,06;14;3;21,4;0,79;0,17;0,0;0,0;;;;;;;;;;;;;;0;27;8;0;5;33;22;;;0;0,0;0,056;0,791;1,864;1,243;0,282;1,525
Santiago Toloza;ar ARG;MF;Defensa;23-293;2002,0;1;0;45;0,5;0;0;0;0;0;0;0;0;0,0;0;0;;0,0;0,0;;;;;;;;;;;;;;;;0;0;1;0;0;0;2;;;0;0,0;0,0;0,0;0,0;4,0;0,0;0,0
Santiago Villarreal;ar ARG;MF;Gimnasia–LP;20-270;2005,0;2;0;52;0,6;0;0;0;0;0;0;0;0;0,0;1;0;0,0;1,73;0,0;0,0;;;;;;;;;;;;;;;0;1;2;0;1;2;1;;;0;0,0;0,0;1,667;3,333;1,667;1,667;1,667
Santino Aguirre;ar ARG;MF;Racing Club;19-155;2007,0;1;0;9;0,1;0;0;0;0;0;0;0;0;0,0;2;0;0,0;20,0;0,0;0,0;;;;;;;;;;;;;;;0;0;1;0;0;0;1;;;0;0,0;0,0;20,0;0,0;10,0;0,0;0,0
Santino Gianini;ar ARG;DF;Arg Juniors;17-327;2008,0;1;0;72;0,8;0;0;0;0;0;0;0;0;0,0;0;0;;0,0;0,0;;;;;;;;;;;;;;;;0;0;0;0;0;2;1;;;0;0,0;0,0;0,0;2,5;1,25;0,0;0,0
Santino Vera;ar ARG;FW;Unión;20-128;2006,0;1;0;32;0,4;0;0;0;0;0;0;0;0;0,0;0;0;;0,0;0,0;;;;;;;;;;;;;;;;0;2;0;0;0;0;0;;;0;0,0;0,0;0,0;0,0;0,0;0,0;5,0
Sasha Marcich;ar ARG;DF;Lanús;28-080;1998,0;19;18;1593;17,7;1;2;3;1;0;0;5;0;0,17;12;1;8,3;0,68;0,06;0,08;1,0;;;;;;;;;;;;;;0;29;18;2;71;18;25;;;0;0,056;0,113;0,678;1,017;1,412;4,011;1,638
Saúl Salcedo;py PAR;DF;Newell's;28-353;1997,0;14;14;1260;14,0;0;0;0;0;0;0;4;0;0,0;8;3;37,5;0,57;0,21;0,0;0,0;;;;;;;;;;;;;;0;8;5;0;2;13;14;;;1;0,0;0,0;0,571;0,929;1,0;0,143;0,571
Sebastián Driussi;ar ARG;FWMF;River Plate;30-189;1996,0;12;12;856;9,5;4;0;4;4;0;0;0;0;0,42;29;11;37,9;3,05;1,16;0,14;0,36;;;;;;;;;;;;;;0;6;15;3;3;3;6;;;0;0,421;0,0;3,053;0,316;0,632;0,316;0,632
Sebastián Medina;ar ARG;MF;Tigre;26-155;2000,0;12;4;378;4,2;0;0;0;0;0;0;0;0;0,0;8;1;12,5;1,9;0,24;0,0;0,0;;;;;;;;;;;;;;0;6;5;0;16;3;5;;;0;0,0;0,0;1,905;0,714;1,19;3,81;1,429
Sebastián Meza;ar ARG;GK;Huracán;26-156;2000,0;1;1;90;1,0;0;0;0;0;0;0;1;0;0,0;0;0;;0,0;0,0;;;0,0;0,0;1,0;1,0;100,0;0,0;1,0;0,0;1,0;100,0;0,0;0,0;0,0;0;0;0;0;0;0;0;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
Sebastián Prieto;ar ARG;DF;Arg Juniors;33-130;1993,0;20;19;1555;17,3;2;2;4;2;0;0;5;0;0,23;14;3;21,4;0,81;0,17;0,14;0,67;;;;;;;;;;;;;;0;20;13;3;79;20;21;;;0;0,116;0,116;0,809;1,156;1,214;4,566;1,156
Sebastián Valdez;ar ARG;DF;Independiente;30-284;1995,0;15;14;1235;13,7;0;0;0;0;0;0;3;1;0,0;6;1;16,7;0,44;0,07;0,0;0,0;;;;;;;;;;;;;;1;11;13;2;1;21;14;;;0;0,0;0,0;0,438;1,533;1,022;0,073;0,803
Sebastián Villa;co COL;MFFW;Boca Juniors;30-090;1996,0;5;2;233;2,6;0;1;1;0;0;0;0;0;0,39;6;0;0,0;2,32;0,0;0,0;;;;;;;;;;;;;;;0;5;2;2;24;1;4;;;0;0,0;0,385;2,308;0,385;1,538;9,231;1,923
Sebastián Villa;co COL;FWMF;Ind. Rivadavia;30-090;1996,0;13;11;1041;11,6;0;5;5;0;0;0;2;0;0,43;31;9;29,0;2,68;0,78;0,0;0,0;;;;;;;;;;;;;;0;10;17;3;132;3;5;;;0;0,0;0,431;2,672;0,259;0,431;11,379;0,862
Sebastián Zaracho;py PAR;DF;Rosario Central;27-209;1999,0;1;1;90;1,0;0;1;1;0;0;0;1;0;1,0;0;0;;0,0;0,0;;;;;;;;;;;;;;;;0;1;0;0;0;7;1;;;0;0,0;1,0;0,0;7,0;1,0;0,0;1,0
Sergio Ojeda;ar ARG;DF;Estudiantes–RC;34-225;1992,0;12;12;1080;12,0;1;0;1;1;0;0;3;0;0,08;3;1;33,3;0,25;0,08;0,33;1,0;;;;;;;;;;;;;;0;8;11;2;6;14;7;;;0;0,083;0,0;0,25;1,167;0,583;0,5;0,667
Sergio Vittor;ar ARG;DF;Banfield;37-069;1989,0;13;13;1008;11,2;0;0;0;0;0;0;3;0;0,0;3;1;33,3;0,27;0,09;0,0;0,0;;;;;;;;;;;;;;0;11;3;0;3;24;8;;;0;0,0;0,0;0,268;2,143;0,714;0,268;0,982
Sheyko Studer;ar ARG;DF;Ind. Rivadavia;23-278;2002,0;16;16;1440;16,0;2;0;2;2;0;0;4;0;0,12;8;4;50,0;0,5;0,25;0,25;0,5;;;;;;;;;;;;;;0;13;23;1;2;25;13;;;0;0,125;0,0;0,5;1,562;0,812;0,125;0,812
Simon Escobar;ar ARG;DF;Vélez Sarsfield;17-031;2009,0;4;1;189;2,1;0;0;0;0;0;0;1;0;0,0;3;0;0,0;1,43;0,0;0,0;;;;;;;;;;;;;;;0;2;5;0;5;0;7;;;0;0,0;0,0;1,429;0,0;3,333;2,381;0,952
Siro Rosane;ar ARG;MF;Estudiantes–RC;26-071;2000,0;18;9;859;9,5;0;1;1;0;0;0;1;0;0,1;14;2;14,3;1,47;0,21;0,0;0,0;;;;;;;;;;;;;;0;13;30;0;19;14;16;;;0;0,0;0,105;1,474;1,474;1,684;2,0;1,368
Stéfano Moreyra;ar ARG;MF;Ind. Rivadavia;24-332;2001,0;7;1;134;1,5;0;0;0;0;0;0;1;0;0,0;2;0;0,0;1,34;0,0;0,0;;;;;;;;;;;;;;;0;5;0;0;2;3;5;;;0;0,0;0,0;1,333;2,0;3,333;1,333;3,333
Taiel Peralta;ar ARG;MFFW;Huracán;17-330;2008,0;12;7;512;5,7;2;0;2;2;0;0;1;1;0,35;7;3;42,9;1,23;0,53;0,29;0,67;;;;;;;;;;;;;;0;4;6;1;8;4;5;;;0;0,351;0,0;1,228;0,702;0,877;1,404;0,702
Teo Rodríguez;ar ARG;DFMF;CA San Lorenzo;20-309;2005,0;11;6;713;7,9;0;0;0;0;0;0;1;0;0,0;6;1;16,7;0,76;0,13;0,0;0,0;;;;;;;;;;;;;;0;10;9;0;26;7;10;;;0;0,0;0,0;0,759;0,886;1,266;3,291;1,266
Thiago Aguirre;ar ARG;FW;Vélez Sarsfield;17-184;2009,0;3;0;93;1,0;1;1;2;1;0;0;0;0;1,94;1;1;100,0;0,97;0,97;1,0;1,0;;;;;;;;;;;;;;0;2;0;0;1;0;2;;;0;1,0;1,0;1,0;0,0;2,0;1,0;2,0
Thiago Almada;ar ARG;MF;River Plate;25-113;2001,0;1;1;82;0,9;0;0;0;0;0;0;1;0;0,0;2;0;0,0;2,2;0,0;0,0;;;;;;;;;;;;;;;0;1;1;0;3;2;1;;;0;0,0;0,0;2,222;2,222;1,111;3,333;1,111
Thiago Cardozo;uy URU;GK;Belgrano;30-017;1996,0;20;20;1800;20,0;0;0;0;0;0;0;1;0;0,0;0;0;;0,0;0,0;;;14,0;0,7;74,0;60,0;81,1;9,0;6,0;5,0;11,0;55,0;3,0;1,0;0,0;0;1;6;0;0;0;1;;;0;0,0;0,0;0,0;0,0;0,05;0,0;0,05
Thiago Gómez;ar ARG;DF;Arg Juniors;20-152;2006,0;1;0;4;0,0;0;0;0;0;0;0;0;0;0,0;0;0;;0,0;0,0;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;;;0;;;;;;;
Thiago Santamaría;ar ARG;DF;Sarmiento–J;23-135;2003,0;14;13;990;11,0;0;1;1;0;0;0;3;0;0,09;10;2;20,0;0,91;0,18;0,0;0,0;;;;;;;;;;;;;;0;10;11;1;24;19;18;;;0;0,0;0,091;0,909;1,727;1,636;2,182;0,909
Thiago Silvero;ar ARG;DF;Vélez Sarsfield;20-121;2006,0;8;6;556;6,2;1;0;1;1;0;0;2;0;0,16;5;2;40,0;0,81;0,32;0,2;0,5;;;;;;;;;;;;;;0;3;8;1;9;9;9;;;0;0,161;0,0;0,806;1,452;1,452;1,452;0,484
Thomas Rodríguez;cl CHI;MF;Banfield;30-134;1996,0;2;0;18;0,2;0;0;0;0;0;0;0;0;0,0;0;0;;0,0;0,0;;;;;;;;;;;;;;;;0;2;0;0;1;0;0;;;0;0,0;0,0;0,0;0,0;0,0;5,0;10,0
Thomás de Martis;ar ARG;FW;Lanús;18-052;2008,0;5;0;90;1,0;0;0;0;0;0;0;0;0;0,0;1;0;0,0;1,0;0,0;0,0;;;;;;;;;;;;;;;0;2;1;1;2;0;0;;;0;0,0;0,0;1,0;0,0;0,0;2,0;2,0
Thyago Ayala;ar ARG;GK;Sarmiento–J;24-344;2001,0;3;3;270;3,0;0;0;0;0;0;0;0;0;0,0;0;0;;0,0;0,0;;;2,0;0,67;12,0;10,0;83,3;3,0;0,0;0,0;1,0;33,3;0,0;1,0;0,0;0;0;0;0;0;0;0;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
Tiago Cravero;ar ARG;MF;C. Córdoba–SdE;23-318;2002,0;16;7;781;8,7;0;0;0;0;0;0;2;0;0,0;3;0;0,0;0,35;0,0;0,0;;;;;;;;;;;;;;;0;11;8;0;1;24;21;;;0;0,0;0,0;0,345;2,759;2,414;0,115;1,264
Tiago Palacios;uy URU;MFFW;Estudiantes–LP;25-142;2001,0;18;11;1056;11,7;4;2;6;4;0;0;4;0;0,51;28;9;32,1;2,39;0,77;0,14;0,44;;;;;;;;;;;;;;0;18;22;1;34;7;9;;;0;0,342;0,171;2,393;0,598;0,769;2,906;1,538
Tiago Serrago;ar ARG;MF;Tigre;22-193;2004,0;15;8;774;8,6;1;0;1;1;0;0;1;0;0,12;13;4;30,8;1,51;0,47;0,08;0,25;;;;;;;;;;;;;;0;17;6;0;22;5;6;;;0;0,116;0,0;1,512;0,581;0,698;2,558;1,977
Timoteo Chamorro;ar ARG;MF;Talleres–C;20-190;2006,0;7;4;367;4,1;0;1;1;0;0;0;1;0;0,25;8;5;62,5;1,96;1,23;0,0;0,0;;;;;;;;;;;;;;0;4;0;1;22;3;2;;;0;0,0;0,244;1,951;0,732;0,488;5,366;0,976
Tiziano Perrotta;ar ARG;FW;Banfield;19-265;2006,0;17;15;1177;13,1;6;1;7;6;0;0;1;0;0,54;38;13;34,2;2,91;0,99;0,16;0,46;;;;;;;;;;;;;;0;12;17;9;7;3;12;;;0;0,458;0,076;2,901;0,229;0,916;0,534;0,916
Tobías Andrada;ar ARG;MF;River Plate;19-196;2007,0;2;2;172;1,9;0;0;0;0;0;0;1;0;0,0;1;0;0,0;0,52;0,0;0,0;;;;;;;;;;;;;;;0;4;3;0;3;4;3;;;0;0,0;0,0;0,526;2,105;1,579;1,579;2,105
Tobías Andrada;ar ARG;MF;Vélez Sarsfield;19-196;2007,0;16;16;1436;16,0;1;1;2;1;0;0;5;0;0,13;16;5;31,3;1,0;0,31;0,06;0,2;;;;;;;;;;;;;;0;24;31;0;24;10;34;;;0;0,062;0,062;1,0;0,625;2,125;1,5;1,5
Tobías Leiva;ar ARG;MF;Estudiantes–RC;22-189;2004,0;3;0;81;0,9;0;0;0;0;0;0;0;0;0,0;1;0;0,0;1,11;0,0;0,0;;;;;;;;;;;;;;;0;0;1;0;1;0;0;;;0;0,0;0,0;1,111;0,0;0,0;1,111;0,0
Tobías Ostchega;ar ARG;DF;Estudiantes–RC;27-357;1998,0;11;9;799;8,9;0;0;0;0;0;0;2;0;0,0;11;2;18,2;1,24;0,23;0,0;0,0;;;;;;;;;;;;;;0;13;6;0;29;9;8;;;0;0,0;0,0;1,236;1,011;0,899;3,258;1,461
Tobías Ramírez;ar ARG;DF;Arg Juniors;19-279;2006,0;1;1;90;1,0;0;0;0;0;0;0;1;0;0,0;2;1;50,0;2,0;1,0;0,0;0,0;;;;;;;;;;;;;;0;2;0;0;0;0;0;;;0;0,0;0,0;2,0;0,0;0,0;0,0;2,0
Tobías Ramírez;ar ARG;DF;River Plate;19-279;2006,0;1;1;45;0,5;0;0;0;0;0;0;1;0;0,0;0;0;;0,0;0,0;;;;;;;;;;;;;;;;0;1;0;1;0;0;2;;;0;0,0;0,0;0,0;0,0;4,0;0,0;2,0
Tobías Rubio;ar ARG;DF;Racing Club;22-021;2004,0;2;0;29;0,3;0;0;0;0;0;0;1;0;0,0;0;0;;0,0;0,0;;;;;;;;;;;;;;;;0;2;0;0;0;0;0;;;0;0,0;0,0;0,0;0,0;0,0;0,0;6,667
Tomás Adoryán;am ARM;MFFW;Banfield;24-329;2001,0;15;8;782;8,7;0;2;2;0;0;0;6;0;0,23;21;8;38,1;2,42;0,92;0,0;0,0;;;;;;;;;;;;;;0;30;26;2;35;4;25;;;0;0,0;0,23;2,414;0,46;2,874;4,023;3,448
